From Point,To Point,Distance (km),Fare (BDT)
Asadgate,Tokorpur,31.2,76
Asadgate,Komorganj,43.8,107
Asadgate,Bandura,44.8,110
Asadgate,Khayshakhali Beribadh,46.4,114
Science Lab,Science Lab,0,0
Science Lab,Azimpur,2.6,10
Science Lab,Chankharpul,6.2,15
Science Lab,Phulbaria,7.8,19
Science Lab,Nayabazar,9,22
Science Lab,Babu Bazar Bridge,10.3,25
Science Lab,Kadam Toli,11.6,28
Science Lab,Konakhola,16.4,40
Science Lab,Rohitpur,20.6,50
Science Lab,Tokorpur,28.7,70
Science Lab,Komorganj,41.3,101
Science Lab,Bandura,42.3,104
Science Lab,Khayshakhali Beribadh,43.9,108
Azimpur,Azimpur,0,0
Azimpur,Chankharpul,3.6,10
Azimpur,Phulbaria,5.2,13
Azimpur,Nayabazar,6.4,16
Azimpur,Babu Bazar Bridge,7.7,19
Azimpur,Kadam Toli,9,22
Azimpur,Konakhola,13.8,34
Azimpur,Rohitpur,18,44
Azimpur,Tokorpur,26.1,64
Azimpur,Komorganj,38.7,95
Azimpur,Bandura,39.7,98
Azimpur,Khayshakhali Beribadh,41.3,101
Chankharpul,Chankharpul,0,0
Chankharpul,Phulbaria,1.6,10
Chankharpul,Nayabazar,2.8,10
Chankharpul,Babu Bazar Bridge,4.1,10
Chankharpul,Kadam Toli,5.4,13
Chankharpul,Konakhola,10.2,25
Chankharpul,Rohitpur,14.4,35
Chankharpul,Tokorpur,22.5,55
Chankharpul,Komorganj,35.1,86
Chankharpul,Bandura,36.1,85
Chankharpul,Khayshakhali Beribadh,37.7,92
Phulbaria,Phulbaria,0,0
Phulbaria,Nayabazar,1.2,10
Phulbaria,Babu Bazar Bridge,2.5,10
Phulbaria,Kadam Toli,3.8,10
Phulbaria,Konakhola,8.6,21
Phulbaria,Rohitpur,12.8,31
Phulbaria,Tokorpur,20.9,51
Phulbaria,Komorganj,33.5,82
Phulbaria,Bandura,34.5,85
Phulbaria,Khayshakhali Beribadh,36.1,88
Nayabazar,Nayabazar,0,0
Nayabazar,Babu Bazar Bridge,1.3,10
Nayabazar,Kadam Toli,2.6,10
Nayabazar,Konakhola,7.4,18
Nayabazar,Rohitpur,11.6,28
Nayabazar,Tokorpur,19.7,48
Nayabazar,Komorganj,32.3,79
Nayabazar,Bandura,33.3,82
Nayabazar,Khayshakhali Beribadh,34.9,86
Babu Bazar Bridge,Babu Bazar Bridge,0,0
Babu Bazar Bridge,Kadam Toli,1.3,10
Babu Bazar Bridge,Konakhola,6.1,15
Babu Bazar Bridge,Rohitpur,10.3,25
Babu Bazar Bridge,Tokorpur,18.4,45
Babu Bazar Bridge,Komorganj,31,76
Babu Bazar Bridge,Bandura,32,78
Babu Bazar Bridge,Khayshakhali Beribadh,33.6,82
Kadam Toli,Kadam Toli,0,0
Kadam Toli,Konakhola,4.8,12
Kadam Toli,Rohitpur,9,22
Kadam Toli,Tokorpur,17.1,42
Kadam Toli,Komorganj,29.7,73
Kadam Toli,Bandura,30.7,75
Kadam Toli,Khayshakhali Beribadh,32.3,79
Konakhola,Konakhola,0,0
Konakhola,Rohitpur,4.2,10
Konakhola,Tokorpur,12.3,30
Konakhola,Komorganj,24.9,61
Konakhola,Bandura,25.9,63
Konakhola,Khayshakhali Beribadh,27.5,67
Rohitpur,Rohitpur,0,0
Rohitpur,Tokorpur,8.1,20
Rohitpur,Komorganj,20.7,51
Rohitpur,Bandura,21.7,53
Rohitpur,Khayshakhali Beribadh,23.3,57
Tokorpur,Tokorpur,0,0
Tokorpur,Komorganj,12.6,31
Tokorpur,Bandura,13.6,33
Tokorpur,Khayshakhali Beribadh,15.2,37
Komorganj,Komorganj,0,0
Komorganj,Bandura,1,10
Komorganj,Khayshakhali Beribadh,2.6,10
Bandura,Bandura,0,0
Bandura,Khayshakhali Beribadh,1.6,10
Khayshakhali Beribadh,Khayshakhali Beribadh,0,0
Saynabord,Saynabord,0,0
Saynabord,Jatrabari,5.5,13
Saynabord,Sayedabad,6.6,16
Saynabord,Mugda,8.3,20
Saynabord,Khilgaon Flyover,9.3,23
Saynabord,Rajarbag,11.3,28
Saynabord,Mogbazar,13.3,33
Saynabord,Bangla Motor,14.4,35
Saynabord,Farmgate,15.8,39
Saynabord,Asadgate,18.1,44
Saynabord,Kalyanpur,20.8,51
Saynabord,Gabtoli,22.2,54
Saynabord,Savar,36.8,90
Saynabord,Nabinagar,45.5,111
Jatrabari,Jatrabari,0,0
Jatrabari,Sayedabad,1.1,10
Jatrabari,Mugda,2.8,10
Jatrabari,Khilgaon Flyover,3.8,9
Jatrabari,Rajarbag,5.8,14
Jatrabari,Mogbazar,7.8,19
Jatrabari,Bangla Motor,8.9,22
Jatrabari,Farmgate,10.3,25
Jatrabari,Asadgate,12.6,31
Jatrabari,Kalyanpur,15.3,37
Jatrabari,Gabtoli,16.7,41
Jatrabari,Savar,31.3,77
Jatrabari,Nabinagar,40,98
Sayedabad,Sayedabad,0,0
Sayedabad,Mugda,1.7,10
Sayedabad,Khilgaon Flyover,2.7,10
Sayedabad,Rajarbag,4.7,11
Sayedabad,Mogbazar,6.7,16
Sayedabad,Bangla Motor,7.8,19
Sayedabad,Farmgate,9.2,22
Sayedabad,Asadgate,11.5,28
Sayedabad,Kalyanpur,14.2,35
Sayedabad,Gabtoli,15.6,38
Sayedabad,Savar,30.2,74
Sayedabad,Nabinagar,38.9,95
Mugda,Mugda,0,0
Mugda,Khilgaon Flyover,1,10
Mugda,Rajarbag,3,10
Mugda,Mogbazar,5,12
Mugda,Bangla Motor,6.1,15
Mugda,Farmgate,7.5,18
Mugda,Asadgate,9.8,24
Mugda,Kalyanpur,12.5,31
Mugda,Gabtoli,13.9,34
Mugda,Savar,28.5,70
Mugda,Nabinagar,37.2,91
Khilgaon Flyover,Khilgaon Flyover,0,0
Khilgaon Flyover,Rajarbag,2,10
Khilgaon Flyover,Mogbazar,4,10
Khilgaon Flyover,Bangla Motor,5.1,10
Khilgaon Flyover,Farmgate,6.5,16
Khilgaon Flyover,Asadgate,8.8,22
Khilgaon Flyover,Kalyanpur,11.5,28
Khilgaon Flyover,Gabtoli,12.9,31
Khilgaon Flyover,Savar,27.5,67
Khilgaon Flyover,Nabinagar,36.2,89
Rajarbag,Rajarbag,0,0
Rajarbag,Mogbazar,2,10
Rajarbag,Bangla Motor,3.1,10
Rajarbag,Farmgate,4.5,11
Rajarbag,Asadgate,6.8,17
Rajarbag,Kalyanpur,9.5,23
Rajarbag,Gabtoli,10.9,27
Rajarbag,Savar,25.5,62
Rajarbag,Nabinagar,34.2,84
Mogbazar,Mogbazar,0,0
Mogbazar,Bangla Motor,1.1,10
Mogbazar,Farmgate,2.5,10
Mogbazar,Asadgate,4.8,12
Mogbazar,Kalyanpur,7.5,18
Mogbazar,Gabtoli,8.9,22
Mogbazar,Savar,23.5,58
Mogbazar,Nabinagar,32.2,79
Bangla Motor,Bangla Motor,0,0
Bangla Motor,Farmgate,1.4,10
Bangla Motor,Asadgate,3.7,10
Bangla Motor,Kalyanpur,6.4,16
Bangla Motor,Gabtoli,7.8,19
Bangla Motor,Savar,22.4,55
Bangla Motor,Nabinagar,31.1,76
Farmgate,Farmgate,0,0
Farmgate,Asadgate,2.3,10
Farmgate,Kalyanpur,5,12
Farmgate,Gabtoli,6.4,16
Farmgate,Savar,21,51
Farmgate,Nabinagar,29.7,73
Asadgate,Asadgate,0,0
Asadgate,Kalyanpur,2.7,10
Asadgate,Gabtoli,4.1,10
Asadgate,Savar,18.7,46
Asadgate,Nabinagar,27.4,67
Kalyanpur,Kalyanpur,0,0
Kalyanpur,Gabtoli,1.4,10
Kalyanpur,Savar,16,39
Kalyanpur,Nabinagar,24.7,60
Gabtoli,Gabtoli,0,0
Gabtoli,Savar,14.6,36
Gabtoli,Nabinagar,23.3,57
Savar,Savar,0,0
Savar,Nabinagar,8.7,21
Nabinagar,Nabinagar,0,0
Pallabi (Mirpur-12),Pallabi (Mirpur-12),0,0
Pallabi (Mirpur-12),Mirpur-11 1/2,0.8,10
Pallabi (Mirpur-12),Baikal Hotel,0.7,10
Pallabi (Mirpur-12),Mirpur-11,1.4,10
Pallabi (Mirpur-12),Mirpur-10,2.3,10
Pallabi (Mirpur-12),Kazipara,3.7,10
Pallabi (Mirpur-12),Farmgate,9,22
Pallabi (Mirpur-12),Press Club,13.2,32
Pallabi (Mirpur-12),T&T,14.7,36
Pallabi (Mirpur-12),Raysaheb Bazar,15.7,38
Pallabi (Mirpur-12),Victoria Park,16.9,41
Mirpur-11 1/2,Mirpur-11 1/2,0,0
Mirpur-11 1/2,Baikal Hotel,0.1,10
Mirpur-11 1/2,Mirpur-11,0.6,10
Mirpur-11 1/2,Mirpur-10,1.5,10
Mirpur-11 1/2,Kazipara,2.9,10
Mirpur-11 1/2,Farmgate,8.2,21
Mirpur-11 1/2,Press Club,12.4,31
Mirpur-11 1/2,T&T,13.9,35
Mirpur-11 1/2,Raysaheb Bazar,14.9,37
Mirpur-11 1/2,Victoria Park,16.1,40
Baikal Hotel,Baikal Hotel,0,0
Baikal Hotel,Mirpur-11,0.7,10
Baikal Hotel,Mirpur-10,1.6,10
Baikal Hotel,Kazipara,3,10
Baikal Hotel,Farmgate,8.3,20
Baikal Hotel,Press Club,12.5,31
Baikal Hotel,T&T,14,34
Baikal Hotel,Raysaheb Bazar,15,37
Baikal Hotel,Victoria Park,16.2,40
Mirpur-11,Mirpur-11,0,0
Mirpur-11,Mirpur-10,0.9,10
Mirpur-11,Kazipara,2.3,10
Mirpur-11,Farmgate,7.6,19
Mirpur-11,Press Club,11.8,29
Mirpur-11,T&T,13.3,33
Mirpur-11,Raysaheb Bazar,14.3,35
Mirpur-11,Victoria Park,15.5,38
Mirpur-10,Mirpur-10,0,0
Mirpur-10,Kazipara,1.4,10
Mirpur-10,Farmgate,6.7,16
Mirpur-10,Press Club,10.9,27
Mirpur-10,T&T,12.4,30
Mirpur-10,Raysaheb Bazar,13.4,33
Mirpur-10,Victoria Park,14.6,36
Kazipara,Kazipara,0,0
Kazipara,Farmgate,5.3,13
Kazipara,Press Club,9.5,23
Kazipara,T&T,11,27
Kazipara,Raysaheb Bazar,12,29
Kazipara,Victoria Park,13.2,32
Farmgate,Farmgate,0,0
Farmgate,Press Club,4.2,10
Farmgate,T&T,5.7,14
Farmgate,Raysaheb Bazar,6.7,16
Farmgate,Victoria Park,7.9,19
Press Club,Press Club,0,0
Press Club,T&T,1.5,10
Press Club,Raysaheb Bazar,2.5,10
Press Club,Victoria Park,3.7,10
T&T,T&T,0,0
T&T,Raysaheb Bazar,1,10
T&T,Victoria Park,2.2,10
Raysaheb Bazar,Raysaheb Bazar,0,0
Raysaheb Bazar,Victoria Park,1.2,10
Victoria Park,Victoria Park,0,0
Chiriyakhana,Chiriyakhana,0,0
Chiriyakhana,Mirpur-1,1.8,10
Chiriyakhana,Darussalam,3.8,10
Chiriyakhana,Shyamoli,5.4,13
Chiriyakhana,Asadgate,7.2,18
Chiriyakhana,Farmgate,9,22
Chiriyakhana,Press Club,12.6,31
Chiriyakhana,Gulistan,13.7,34
Chiriyakhana,Victoria Park,16,39
Mirpur-1,Mirpur-1,0,0
Mirpur-1,Darussalam,2,10
Mirpur-1,Shyamoli,3.6,10
Mirpur-1,Asadgate,5.4,13
Mirpur-1,Farmgate,7.2,18
Mirpur-1,Press Club,10.8,26
Mirpur-1,Gulistan,11.9,29
Mirpur-1,Victoria Park,14.2,35
Darussalam,Darussalam,0,0
Darussalam,Shyamoli,1.6,10
Darussalam,Asadgate,3.4,10
Darussalam,Farmgate,5.2,13
Darussalam,Press Club,8.8,22
Darussalam,Gulistan,9.9,24
Darussalam,Victoria Park,12.2,30
Shyamoli,Shyamoli,0,0
Shyamoli,Asadgate,1.8,10
Shyamoli,Farmgate,3.6,10
Shyamoli,Press Club,7.2,18
Shyamoli,Gulistan,8.3,20
Shyamoli,Victoria Park,10.6,26
Asadgate,Asadgate,0,0
Asadgate,Farmgate,1.8,10
Asadgate,Press Club,5.4,13
Asadgate,Gulistan,6.5,16
Asadgate,Victoria Park,8.8,22
Farmgate,Farmgate,0,0
Farmgate,Press Club,3.6,10
Farmgate,Gulistan,4.7,12
Farmgate,Victoria Park,7,17
Press Club,Press Club,0,0
Press Club,Gulistan,1.1,10
Press Club,Victoria Park,3.4,10
Gulistan,Gulistan,0,0
Gulistan,Victoria Park,2.3,10
Victoria Park,Victoria Park,0,0
Baipail,Baipail,0,0
Baipail,Kamarpara,15.5,38
Baipail,Abdullahpur,17.7,43
Baipail,Azampur,18.4,45
Baipail,Airport,20.7,51
Baipail,Khilkhet,23.5,58
Baipail,Bishwaroad,24.4,60
Baipail,Staff Road,26.4,65
Baipail,Kakoli,28.4,70
Baipail,Mohakhali,30.2,74
Baipail,Farmgate,33.1,81
Baipail,Shahbag,35.5,87
Baipail,Press Club,37.3,91
Baipail,Phulbaria,38.8,95
Baipail,Babu Bazar Bridge,40.2,98
Baipail,Keraniganj (New Jail),47.5,116
Kamarpara,Kamarpara,0,0
Kamarpara,Abdullahpur,2.2,10
Kamarpara,Azampur,2.9,10
Kamarpara,Airport,5.2,13
Kamarpara,Khilkhet,8,20
Kamarpara,Bishwaroad,8.9,22
Kamarpara,Staff Road,10.9,27
Kamarpara,Kakoli,12.9,32
Kamarpara,Mohakhali,14.7,36
Kamarpara,Farmgate,17.6,43
Kamarpara,Shahbag,20,49
Kamarpara,Press Club,21.8,53
Kamarpara,Phulbaria,23.3,57
Kamarpara,Babu Bazar Bridge,24.7,61
Kamarpara,Keraniganj (New Jail),32,78
Abdullahpur,Abdullahpur,0,0
Abdullahpur,Azampur,0.7,10
Abdullahpur,Airport,3,10
Abdullahpur,Khilkhet,5.8,14
Abdullahpur,Bishwaroad,6.7,16
Abdullahpur,Staff Road,8.7,21
Abdullahpur,Kakoli,10.7,26
Abdullahpur,Mohakhali,12.5,31
Abdullahpur,Farmgate,15.4,38
Abdullahpur,Shahbag,17.8,44
Abdullahpur,Press Club,19.6,48
Abdullahpur,Phulbaria,21.1,52
Abdullahpur,Babu Bazar Bridge,22.5,55
Abdullahpur,Keraniganj (New Jail),29.8,73
Azampur,Azampur,0,0
Azampur,Airport,2.3,10
Azampur,Khilkhet,5.1,12
Azampur,Bishwaroad,6,15
Azampur,Staff Road,8,20
Azampur,Kakoli,10,25
Azampur,Mohakhali,11.8,29
Azampur,Farmgate,14.7,36
Azampur,Shahbag,17.1,42
Azampur,Press Club,18.9,46
Azampur,Phulbaria,20.4,50
Azampur,Babu Bazar Bridge,21.8,53
Azampur,Keraniganj (New Jail),29.1,71
Airport,Airport,0,0
Airport,Khilkhet,2.8,10
Airport,Bishwaroad,3.7,10
Airport,Staff Road,5.7,14
Airport,Kakoli,7.7,19
Airport,Mohakhali,9.5,23
Airport,Farmgate,12.4,30
Airport,Shahbag,14.8,36
Airport,Press Club,16.6,41
Airport,Phulbaria,18.1,44
Airport,Babu Bazar Bridge,19.5,48
Airport,Keraniganj (New Jail),26.8,66
Khilkhet,Khilkhet,0,0
Khilkhet,Bishwaroad,0.9,10
Khilkhet,Staff Road,2.9,10
Khilkhet,Kakoli,4.9,12
Khilkhet,Mohakhali,6.7,16
Khilkhet,Farmgate,9.6,24
Khilkhet,Shahbag,12,29
Khilkhet,Press Club,13.8,34
Khilkhet,Phulbaria,15.3,37
Khilkhet,Babu Bazar Bridge,16.7,41
Khilkhet,Keraniganj (New Jail),24,59
Bishwaroad,Bishwaroad,0,0
Bishwaroad,Staff Road,2,10
Bishwaroad,Kakoli,4,10
Bishwaroad,Mohakhali,5.8,14
Bishwaroad,Farmgate,8.7,21
Bishwaroad,Shahbag,11.1,27
Bishwaroad,Press Club,12.9,32
Bishwaroad,Phulbaria,14.4,35
Bishwaroad,Babu Bazar Bridge,15.8,39
Bishwaroad,Keraniganj (New Jail),23.1,57
Staff Road,Staff Road,0,0
Staff Road,Kakoli,2,10
Staff Road,Mohakhali,3.8,10
Staff Road,Farmgate,6.7,16
Staff Road,Shahbag,9.1,22
Staff Road,Press Club,10.9,27
Staff Road,Phulbaria,12.4,30
Staff Road,Babu Bazar Bridge,13.8,34
Staff Road,Keraniganj (New Jail),21.1,52
Kakoli,Kakoli,0,0
Kakoli,Mohakhali,1.8,10
Kakoli,Farmgate,4.7,12
Kakoli,Shahbag,7.1,17
Kakoli,Press Club,8.9,22
Kakoli,Phulbaria,10.4,25
Kakoli,Babu Bazar Bridge,11.8,29
Kakoli,Keraniganj (New Jail),19.1,47
Mohakhali,Mohakhali,0,0
Mohakhali,Farmgate,2.9,10
Mohakhali,Shahbag,5.3,13
Mohakhali,Press Club,7.1,17
Mohakhali,Phulbaria,8.6,21
Mohakhali,Babu Bazar Bridge,10,25
Mohakhali,Keraniganj (New Jail),17.3,42
Farmgate,Farmgate,0,0
Farmgate,Shahbag,2.4,10
Farmgate,Press Club,4.2,10
Farmgate,Phulbaria,5.7,14
Farmgate,Babu Bazar Bridge,7.1,17
Farmgate,Keraniganj (New Jail),14.4,35
Shahbag,Shahbag,0,0
Shahbag,Press Club,1.8,10
Shahbag,Phulbaria,3.3,10
Shahbag,Babu Bazar Bridge,4.7,12
Shahbag,Keraniganj (New Jail),12,29
Press Club,Press Club,0,0
Press Club,Phulbaria,1.5,10
Press Club,Babu Bazar Bridge,2.9,10
Press Club,Keraniganj (New Jail),10.2,25
Phulbaria,Phulbaria,0,0
Phulbaria,Babu Bazar Bridge,1.4,10
Phulbaria,Keraniganj (New Jail),8.7,21
Babu Bazar Bridge,Babu Bazar Bridge,0,0
Babu Bazar Bridge,Keraniganj (New Jail),7.3,18
Keraniganj (New Jail),Keraniganj (New Jail),0,0
Sayedabad,Sayedabad,0,0
Sayedabad,Bangladesh Bank,2.3,10
Sayedabad,UBL,3.4,10
Sayedabad,Press Club,4,10
Sayedabad,Shahbag,5.2,13
Sayedabad,Farmgate,7.5,18
Sayedabad,Balughat,14.6,36
Bangladesh Bank,Bangladesh Bank,0,0
Bangladesh Bank,UBL,1.1,10
Bangladesh Bank,Press Club,1.7,10
Bangladesh Bank,Shahbag,2.9,10
Bangladesh Bank,Farmgate,5.2,13
Bangladesh Bank,Balughat,12.3,30
UBL,UBL,0,0
UBL,Press Club,0.6,10
UBL,Shahbag,1.8,10
UBL,Farmgate,4.1,10
UBL,Balughat,11.2,27
Press Club,Press Club,0,0
Press Club,Shahbag,1.2,10
Press Club,Farmgate,3.5,10
Press Club,Balughat,10.6,26
Shahbag,Shahbag,0,0
Shahbag,Farmgate,2.3,10
Shahbag,Balughat,9.4,23
Farmgate,Farmgate,0,0
Farmgate,Balughat,7.1,17
Balughat,Balughat,0,0
Uttara (Raniganj),Uttara (Raniganj),0,0
Uttara (Raniganj),Notun Bazar,11.8,29
Uttara (Raniganj),Rampura TV Center,15.2,37
Uttara (Raniganj),Malibagh,18.5,45
Uttara (Raniganj),Kakrail,19.3,47
Uttara (Raniganj),Bangabandhu Avenue,21,51
Uttara (Raniganj),Victoria Park,23.3,57
Notun Bazar,Notun Bazar,0,0
Notun Bazar,Rampura TV Center,3.4,10
Notun Bazar,Malibagh,6.7,16
Notun Bazar,Kakrail,7.5,18
Notun Bazar,Bangabandhu Avenue,9.2,23
Notun Bazar,Victoria Park,11.5,28
Rampura TV Center,Rampura TV Center,0,0
Rampura TV Center,Malibagh,3.3,10
Rampura TV Center,Kakrail,4.1,10
Rampura TV Center,Bangabandhu Avenue,5.8,14
Rampura TV Center,Victoria Park,8.1,20
Malibagh,Malibagh,0,0
Malibagh,Kakrail,0.8,10
Malibagh,Bangabandhu Avenue,2.5,10
Malibagh,Victoria Park,4.8,12
Kakrail,Kakrail,0,0
Kakrail,Bangabandhu Avenue,1.7,10
Kakrail,Victoria Park,4,10
Bangabandhu Avenue,Bangabandhu Avenue,0,0
Bangabandhu Avenue,Victoria Park,2.3,10
Victoria Park,Victoria Park,0,0
Banasree,Banasree,0,0
Banasree,Rampura,2.5,10
Banasree,Mohakhali,10.2,25
Banasree,Agargaon,14.1,35
Banasree,Shyamoli Ring Road,16.7,41
Banasree,Mohammadpur Shia Mosque,18.2,45
Rampura,Rampura,0,0
Rampura,Mohakhali,7.7,19
Rampura,Agargaon,11.6,28
Rampura,Shyamoli Ring Road,14.2,35
Rampura,Mohammadpur Shia Mosque,15.7,38
Mohakhali,Mohakhali,0,0
Mohakhali,Agargaon,3.9,10
Mohakhali,Shyamoli Ring Road,6.5,16
Mohakhali,Mohammadpur Shia Mosque,8,20
Agargaon,Agargaon,0,0
Agargaon,Shyamoli Ring Road,2.6,10
Agargaon,Mohammadpur Shia Mosque,4.1,10
Shyamoli Ring Road,Shyamoli Ring Road,0,0
Shyamoli Ring Road,Mohammadpur Shia Mosque,1.5,10
Mohammadpur Shia Mosque,Mohammadpur Shia Mosque,0,0
Peer Janghi Mazar,Peer Janghi Mazar,0,0
Peer Janghi Mazar,Kamalapur Station,0.5,10
Peer Janghi Mazar,Bangladesh Bank,1.5,10
Peer Janghi Mazar,Stadium,2.8,10
Peer Janghi Mazar,Paltan,3.5,10
Peer Janghi Mazar,Kakrail,5,12
Peer Janghi Mazar,Malibagh,5.9,14
Peer Janghi Mazar,Mogbazar,7.2,18
Peer Janghi Mazar,Bangla Motor,8.2,20
Peer Janghi Mazar,Farmgate,9.7,24
Peer Janghi Mazar,Mohakhali,12.6,31
Peer Janghi Mazar,Gulshan-1,14.5,36
Peer Janghi Mazar,Gulshan-2,16.1,39
Peer Janghi Mazar,Notun Bazar,16.7,41
Kamalapur Station,Kamalapur Station,0,0
Kamalapur Station,Bangladesh Bank,1,10
Kamalapur Station,Stadium,2.3,10
Kamalapur Station,Paltan,3,10
Kamalapur Station,Kakrail,4.5,11
Kamalapur Station,Malibagh,5.4,13
Kamalapur Station,Mogbazar,6.7,16
Kamalapur Station,Bangla Motor,7.7,19
Kamalapur Station,Farmgate,9.2,23
Kamalapur Station,Mohakhali,12.1,30
Kamalapur Station,Gulshan-1,14,34
Kamalapur Station,Gulshan-2,15.6,38
Kamalapur Station,Notun Bazar,16.2,40
Bangladesh Bank,Bangladesh Bank,0,0
Bangladesh Bank,Stadium,1.3,10
Bangladesh Bank,Paltan,2,10
Bangladesh Bank,Kakrail,3.5,10
Bangladesh Bank,Malibagh,4.4,11
Bangladesh Bank,Mogbazar,5.7,14
Bangladesh Bank,Bangla Motor,6.7,16
Bangladesh Bank,Farmgate,8.2,20
Bangladesh Bank,Mohakhali,11.1,27
Bangladesh Bank,Gulshan-1,13,32
Bangladesh Bank,Gulshan-2,14.6,36
Bangladesh Bank,Notun Bazar,15.2,37
Stadium,Stadium,0,0
Stadium,Paltan,0.7,10
Stadium,Kakrail,2.2,10
Stadium,Malibagh,3.1,10
Stadium,Mogbazar,4.4,11
Stadium,Bangla Motor,5.4,13
Stadium,Farmgate,6.9,17
Stadium,Mohakhali,9.8,24
Stadium,Gulshan-1,11.7,29
Stadium,Gulshan-2,13.3,33
Stadium,Notun Bazar,13.9,34
Paltan,Paltan,0,0
Paltan,Kakrail,1.5,10
Paltan,Malibagh,2.4,10
Paltan,Mogbazar,3.7,10
Paltan,Bangla Motor,4.7,12
Paltan,Farmgate,6.2,15
Paltan,Mohakhali,9.1,22
Paltan,Gulshan-1,11,27
Paltan,Gulshan-2,12.6,31
Paltan,Notun Bazar,13.2,32
Kakrail,Kakrail,0,0
Kakrail,Malibagh,0.9,10
Kakrail,Mogbazar,2.2,10
Kakrail,Bangla Motor,3.2,10
Kakrail,Farmgate,4.7,10
Kakrail,Mohakhali,7.6,16
Kakrail,Gulshan-1,9.5,21
Kakrail,Gulshan-2,11.1,25
Kakrail,Notun Bazar,11.7,26
Malibagh,Malibagh,0,0
Malibagh,Mogbazar,1.3,10
Malibagh,Bangla Motor,2.3,10
Malibagh,Farmgate,3.8,10
Malibagh,Mohakhali,6.7,15
Malibagh,Gulshan-1,8.6,20
Malibagh,Gulshan-2,10.2,24
Malibagh,Notun Bazar,10.8,25
Mogbazar,Mogbazar,0,0
Mogbazar,Bangla Motor,1,10
Mogbazar,Farmgate,2.5,10
Mogbazar,Mohakhali,5.4,13
Mogbazar,Gulshan-1,7.3,18
Mogbazar,Gulshan-2,8.9,22
Mogbazar,Notun Bazar,9.5,23
Bangla Motor,Bangla Motor,0,0
Bangla Motor,Farmgate,1.5,10
Bangla Motor,Mohakhali,4.4,12
Bangla Motor,Gulshan-1,6.3,15
Bangla Motor,Gulshan-2,7.9,19
Bangla Motor,Notun Bazar,8.5,21
Farmgate,Farmgate,0,0
Farmgate,Mohakhali,2.9,10
Farmgate,Gulshan-1,4.8,12
Farmgate,Gulshan-2,6.4,16
Farmgate,Notun Bazar,7,17
Mohakhali,Mohakhali,0,0
Mohakhali,Gulshan-1,1.9,10
Mohakhali,Gulshan-2,3.5,10
Mohakhali,Notun Bazar,4.1,10
Gulshan-1,Gulshan-1,0,0
Gulshan-1,Gulshan-2,1.6,10
Gulshan-1,Notun Bazar,2.2,10
Gulshan-2,Gulshan-2,0,0
Gulshan-2,Notun Bazar,0.6,10
Notun Bazar,Notun Bazar,0,0
Chiriyakhana,Chiriyakhana,0,0
Chiriyakhana,Mirpur-1,2,10
Chiriyakhana,Technical,4,10
Chiriyakhana,Shyamoli,5.8,14
Chiriyakhana,Asadgate,7.3,18
Chiriyakhana,Kalabagan,8.5,21
Chiriyakhana,Science Lab,10.3,25
Chiriyakhana,Shahbag,11.5,28
Chiriyakhana,Press Club,12.6,31
Chiriyakhana,Gulistan,13.7,34
Chiriyakhana,Motijhil (Shapla),14.7,36
Chiriyakhana,Kamalapur,15.7,38
Chiriyakhana,Titipara,16.7,41
Chiriyakhana,Sayedabad,18.7,46
Chiriyakhana,Jatrabari,19.7,48
Chiriyakhana,Shanir Akhra,20.7,51
Chiriyakhana,Saynabord,26.5,65
Mirpur-1,Mirpur-1,0,0
Mirpur-1,Technical,2,10
Mirpur-1,Shyamoli,3.8,9
Mirpur-1,Asadgate,5.3,13
Mirpur-1,Kalabagan,6.5,16
Mirpur-1,Science Lab,8.3,20
Mirpur-1,Shahbag,9.5,23
Mirpur-1,Press Club,10.6,26
Mirpur-1,Gulistan,11.7,29
Mirpur-1,Motijhil (Shapla),12.7,31
Mirpur-1,Kamalapur,13.7,34
Mirpur-1,Titipara,14.7,36
Mirpur-1,Sayedabad,16.7,41
Mirpur-1,Jatrabari,17.7,43
Mirpur-1,Shanir Akhra,18.7,46
Mirpur-1,Saynabord,24.5,60
Technical,Technical,0,0
Technical,Shyamoli,1.8,10
Technical,Asadgate,3.3,10
Technical,Kalabagan,4.5,11
Technical,Science Lab,6.3,15
Technical,Shahbag,7.5,18
Technical,Press Club,8.6,21
Technical,Gulistan,9.7,24
Technical,Motijhil (Shapla),10.7,26
Technical,Kamalapur,11.7,29
Technical,Titipara,12.7,31
Technical,Sayedabad,14.7,36
Technical,Jatrabari,15.7,38
Technical,Shanir Akhra,16.7,41
Technical,Saynabord,22.5,55
Shyamoli,Shyamoli,0,0
Shyamoli,Asadgate,1.5,10
Shyamoli,Kalabagan,2.7,10
Shyamoli,Science Lab,4.5,11
Shyamoli,Shahbag,5.7,14
Shyamoli,Press Club,6.8,17
Shyamoli,Gulistan,7.9,19
Shyamoli,Motijhil (Shapla),8.9,22
Shyamoli,Kamalapur,9.9,24
Shyamoli,Titipara,10.9,27
Shyamoli,Sayedabad,12.9,32
Shyamoli,Jatrabari,13.9,34
Shyamoli,Shanir Akhra,14.9,37
Shyamoli,Saynabord,20.7,51
Asadgate,Asadgate,0,0
Asadgate,Kalabagan,1.2,10
Asadgate,Science Lab,3,10
Asadgate,Shahbag,4.2,10
Asadgate,Press Club,5.3,13
Asadgate,Gulistan,6.4,16
Asadgate,Motijhil (Shapla),7.4,18
