From Point,To Point,Distance (km),Fare (BDT)
Shyamoli Ring Road,Abdullahpur,22.5,55
Shyamoli Ring Road,Dhour,28,69
Agargaon,Agargaon,0,0
Agargaon,Sheorapara,1.7,10
Agargaon,Mirpur-10,3.6,10
Agargaon,Kalshi,8.3,20
Agargaon,ECB Square,10.1,25
Agargaon,Airport,16.8,37
Agargaon,Abdullahpur,20.5,50
Agargaon,Dhour,26,64
Sheorapara,Sheorapara,0,0
Sheorapara,Mirpur-10,1.9,10
Sheorapara,Kalshi,6.6,16
Sheorapara,ECB Square,8.4,21
Sheorapara,Airport,15.1,32
Sheorapara,Abdullahpur,18.8,46
Sheorapara,Dhour,24.3,60
Mirpur-10,Mirpur-10,0,0
Mirpur-10,Kalshi,4.7,12
Mirpur-10,ECB Square,6.5,16
Mirpur-10,Airport,13.2,29
Mirpur-10,Abdullahpur,16.9,41
Mirpur-10,Dhour,22.4,55
Kalshi,Kalshi,0,0
Kalshi,ECB Square,1.8,10
Kalshi,Airport,8.5,21
Kalshi,Abdullahpur,12.2,30
Kalshi,Dhour,17.7,43
ECB Square,ECB Square,0,0
ECB Square,Airport,6.7,16
ECB Square,Abdullahpur,10.4,25
ECB Square,Dhour,15.9,39
Airport,Airport,0,0
Airport,Abdullahpur,3.7,10
Airport,Dhour,9.2,22
Abdullahpur,Abdullahpur,0,0
Abdullahpur,Dhour,5.5,13
Dhour,Dhour,0,0
Banasree (Meradia),Banasree (Meradia),0,0
Banasree (Meradia),Rampura Bridge,1,10
Banasree (Meradia),Gulshan-1,3.5,10
Banasree (Meradia),Mohakhali,5.3,13
Banasree (Meradia),Agargaon,9.2,23
Banasree (Meradia),Shyamoli,11.2,27
Banasree (Meradia),Kalyanpur,11.7,29
Banasree (Meradia),Gabtoli,13.2,32
Banasree (Meradia),Amin Bazar,14.7,36
Banasree (Meradia),Savar,26.7,65
Rampura Bridge,Rampura Bridge,0,0
Rampura Bridge,Gulshan-1,2.5,10
Rampura Bridge,Mohakhali,4.3,11
Rampura Bridge,Agargaon,8.2,20
Rampura Bridge,Shyamoli,10.2,25
Rampura Bridge,Kalyanpur,10.7,26
Rampura Bridge,Gabtoli,12.2,30
Rampura Bridge,Amin Bazar,13.7,34
Rampura Bridge,Savar,25.7,63
Gulshan-1,Gulshan-1,0,0
Gulshan-1,Mohakhali,1.8,10
Gulshan-1,Agargaon,5.7,14
Gulshan-1,Shyamoli,7.7,19
Gulshan-1,Kalyanpur,8.2,20
Gulshan-1,Gabtoli,9.7,24
Gulshan-1,Amin Bazar,11.2,27
Gulshan-1,Savar,23.2,57
Mohakhali,Mohakhali,0,0
Mohakhali,Agargaon,3.9,10
Mohakhali,Shyamoli,5.9,14
Mohakhali,Kalyanpur,6.4,16
Mohakhali,Gabtoli,7.9,19
Mohakhali,Amin Bazar,9.4,23
Mohakhali,Savar,21.4,52
Agargaon,Agargaon,0,0
Agargaon,Shyamoli,2,10
Agargaon,Kalyanpur,2.5,10
Agargaon,Gabtoli,4,10
Agargaon,Amin Bazar,5.5,13
Agargaon,Savar,17.5,43
Shyamoli,Shyamoli,0,0
Shyamoli,Kalyanpur,0.5,10
Shyamoli,Gabtoli,2,10
Shyamoli,Amin Bazar,3.5,10
Shyamoli,Savar,15.5,38
Kalyanpur,Kalyanpur,0,0
Kalyanpur,Gabtoli,1.5,10
Kalyanpur,Amin Bazar,3,10
Kalyanpur,Savar,15,37
Gabtoli,Gabtoli,0,0
Gabtoli,Amin Bazar,1.5,10
Gabtoli,Savar,13.5,33
Amin Bazar,Amin Bazar,0,0
Amin Bazar,Savar,12,29
Savar,Savar,0,0
Bosila,Bosila,0,0
Bosila,Asad Avenue,3,10
Bosila,Shyamoli,4.8,12
Bosila,Kalyanpur,5.13,13
Bosila,Technical,6.05,15
Bosila,Mirpur-1,8.5,21
Bosila,Mirpur-2,9.8,24
Bosila,Mirpur-10,10.3,25
Bosila,Mirpur-11,11.3,28
Bosila,Purabi,11.8,29
Bosila,Kalshi,15,37
Bosila,Sheora Bazar,19.4,48
Bosila,Airport,23.4,57
Bosila,Jasimuddin,24.6,60
Bosila,Abdullahpur,27.1,66
Bosila,Kamarpara,29.2,72
Bosila,Dhour,32.2,79
Asad Avenue,Asad Avenue,0,0
Asad Avenue,Shyamoli,1.8,10
Asad Avenue,Kalyanpur,2.13,10
Asad Avenue,Technical,3.05,10
Asad Avenue,Mirpur-1,5.5,13
Asad Avenue,Mirpur-2,6.8,17
Asad Avenue,Mirpur-10,7.3,18
Asad Avenue,Mirpur-11,8.3,20
Asad Avenue,Purabi,8.8,22
Asad Avenue,Kalshi,12,29
Asad Avenue,Sheora Bazar,16.4,40
Asad Avenue,Airport,20.4,50
Asad Avenue,Jasimuddin,21.6,53
Asad Avenue,Abdullahpur,24.1,59
Asad Avenue,Kamarpara,26.2,64
Asad Avenue,Dhour,29.2,72
Shyamoli,Shyamoli,0,0
Shyamoli,Kalyanpur,0.33,10
Shyamoli,Technical,1.25,10
Shyamoli,Mirpur-1,3.7,10
Shyamoli,Mirpur-2,5,12
Shyamoli,Mirpur-10,5.5,13
Shyamoli,Mirpur-11,6.5,16
Shyamoli,Purabi,7,17
Shyamoli,Kalshi,10.2,25
Shyamoli,Sheora Bazar,14.6,36
Shyamoli,Airport,18.6,46
Shyamoli,Jasimuddin,19.8,49
Shyamoli,Abdullahpur,22.3,55
Shyamoli,Kamarpara,24.4,60
Shyamoli,Dhour,27.4,67
Kalyanpur,Kalyanpur,0,0
Kalyanpur,Technical,0.92,10
Kalyanpur,Mirpur-1,3.37,10
Kalyanpur,Mirpur-2,4.67,11
Kalyanpur,Mirpur-10,5.17,13
Kalyanpur,Mirpur-11,6.17,15
Kalyanpur,Purabi,6.67,16
Kalyanpur,Kalshi,9.87,24
Kalyanpur,Sheora Bazar,14.27,35
Kalyanpur,Airport,18.27,45
Kalyanpur,Jasimuddin,19.47,48
Kalyanpur,Abdullahpur,21.97,54
Kalyanpur,Kamarpara,24.07,59
Kalyanpur,Dhour,27.07,66
Technical,Technical,0,0
Technical,Mirpur-1,2.45,10
Technical,Mirpur-2,3.75,10
Technical,Mirpur-10,4.25,10
Technical,Mirpur-11,5.25,13
Technical,Purabi,5.75,14
Technical,Kalshi,8.95,22
Technical,Sheora Bazar,13.35,33
Technical,Airport,17.35,43
Technical,Jasimuddin,18.55,45
Technical,Abdullahpur,21.05,52
Technical,Kamarpara,23.15,57
Technical,Dhour,26.15,64
Mirpur-1,Mirpur-1,0,0
Mirpur-1,Mirpur-2,1.3,10
Mirpur-1,Mirpur-10,1.8,10
Mirpur-1,Mirpur-11,2.8,10
Mirpur-1,Purabi,3.3,10
Mirpur-1,Kalshi,6.5,16
Mirpur-1,Sheora Bazar,10.9,27
Mirpur-1,Airport,14.9,37
Mirpur-1,Jasimuddin,16.1,39
Mirpur-1,Abdullahpur,18.6,46
Mirpur-1,Kamarpara,20.7,51
Mirpur-1,Dhour,23.7,58
Mirpur-2,Mirpur-2,0,0
Mirpur-2,Mirpur-10,0.5,10
Mirpur-2,Mirpur-11,1.5,10
Mirpur-2,Purabi,2,10
Mirpur-2,Kalshi,5.2,12
Mirpur-2,Sheora Bazar,9.6,24
Mirpur-2,Airport,13.6,33
Mirpur-2,Jasimuddin,14.8,36
Mirpur-2,Abdullahpur,17.3,43
Mirpur-2,Kamarpara,19.4,48
Mirpur-2,Dhour,22.4,55
Mirpur-10,Mirpur-10,0,0
Mirpur-10,Mirpur-11,1,10
Mirpur-10,Purabi,1.5,10
Mirpur-10,Kalshi,4.7,12
Mirpur-10,Sheora Bazar,9.1,22
Mirpur-10,Airport,13.1,32
Mirpur-10,Jasimuddin,14.3,35
Mirpur-10,Abdullahpur,16.8,41
Mirpur-10,Kamarpara,18.9,46
Mirpur-10,Dhour,21.9,54
Mirpur-11,Mirpur-11,0,0
Mirpur-11,Purabi,0.5,10
Mirpur-11,Kalshi,3.7,10
Mirpur-11,Sheora Bazar,8.1,20
Mirpur-11,Airport,12.1,30
Mirpur-11,Jasimuddin,13.3,33
Mirpur-11,Abdullahpur,15.8,39
Mirpur-11,Kamarpara,17.9,44
Mirpur-11,Dhour,20.9,51
Purabi,Purabi,0,0
Purabi,Kalshi,3.2,10
Purabi,Sheora Bazar,7.6,19
Purabi,Airport,11.6,28
Purabi,Jasimuddin,12.8,31
Purabi,Abdullahpur,15.3,37
Purabi,Kamarpara,17.4,43
Purabi,Dhour,20.4,50
Kalshi,Kalshi,0,0
Kalshi,Sheora Bazar,4.4,11
Kalshi,Airport,8.4,21
Kalshi,Jasimuddin,9.6,24
Kalshi,Abdullahpur,12.1,30
Kalshi,Kamarpara,14.2,35
Kalshi,Dhour,17.2,42
Sheora Bazar,Sheora Bazar,0,0
Sheora Bazar,Airport,4,10
Sheora Bazar,Jasimuddin,5.2,13
Sheora Bazar,Abdullahpur,7.7,19
Sheora Bazar,Kamarpara,9.8,24
Sheora Bazar,Dhour,12.8,31
Airport,Airport,0,0
Airport,Jasimuddin,1.2,10
Airport,Abdullahpur,3.7,10
Airport,Kamarpara,5.8,14
Airport,Dhour,8.8,22
Jasimuddin,Jasimuddin,0,0
Jasimuddin,Abdullahpur,2.5,10
Jasimuddin,Kamarpara,4.6,11
Jasimuddin,Dhour,7.6,19
Abdullahpur,Abdullahpur,0,0
Abdullahpur,Kamarpara,2.1,10
Abdullahpur,Dhour,5.1,12
Kamarpara,Kamarpara,0,0
Kamarpara,Dhour,3,10
Dhour,Dhour,0,0
Mirpur-14,Mirpur-14,0,0
Mirpur-14,Mirpur-10,2.1,10
Mirpur-14,Mirpur-2,3.6,10
Mirpur-14,Mirpur-1,4.6,11
Mirpur-14,Gabtoli,6.6,16
Mirpur-14,Savar,20.1,49
Mirpur-14,Nabinagar,28.1,69
Mirpur-14,EPZ,32.7,80
Mirpur-10,Mirpur-10,0,0
Mirpur-10,Mirpur-2,1.5,10
Mirpur-10,Mirpur-1,2.5,10
Mirpur-10,Gabtoli,4.5,11
Mirpur-10,Savar,18,44
Mirpur-10,Nabinagar,26,64
Mirpur-10,EPZ,30.6,75
Mirpur-2,Mirpur-2,0,0
Mirpur-2,Mirpur-1,1,10
Mirpur-2,Gabtoli,3,10
Mirpur-2,Savar,16.5,40
Mirpur-2,Nabinagar,24.5,60
Mirpur-2,EPZ,29.1,71
Mirpur-1,Mirpur-1,0,0
Mirpur-1,Gabtoli,2,10
Mirpur-1,Savar,15.5,38
Mirpur-1,Nabinagar,23.5,58
Mirpur-1,EPZ,28.1,69
Gabtoli,Gabtoli,0,0
Gabtoli,Savar,13.5,33
Gabtoli,Nabinagar,21.5,53
Gabtoli,EPZ,26.1,64
Savar,Savar,0,0
Savar,Nabinagar,8,20
Savar,EPZ,12.6,31
Nabinagar,Nabinagar,0,0
Nabinagar,EPZ,4.6,11
EPZ,EPZ,0,0
Sadarghat,Sadarghat,0,0
Sadarghat,Gulistan,2.5,10
Sadarghat,Paltan,3.5,10
Sadarghat,Shahbag,5.8,4
Sadarghat,Science Lab,7.1,17
Sadarghat,Asadgate,9.6,24
Sadarghat,Gabtoli,15,37
Sadarghat,Savar,28.5,70
Sadarghat,Nabinagar,37,91
Sadarghat,EPZ,41.7,102
Gulistan,Gulistan,0,0
Gulistan,Paltan,1,10
Gulistan,Shahbag,3.3,10
Gulistan,Science Lab,4.6,11
Gulistan,Asadgate,7.1,17
Gulistan,Gabtoli,12.5,31
Gulistan,Savar,26,64
Gulistan,Nabinagar,34.5,85
Gulistan,EPZ,39.2,96
Paltan,Paltan,0,0
Paltan,Shahbag,2.3,10
Paltan,Science Lab,3.6,11
Paltan,Asadgate,6.1,17
Paltan,Gabtoli,11.5,31
Paltan,Savar,25,64
Paltan,Nabinagar,33.5,85
Paltan,EPZ,38.2,96
Shahbag,Shahbag,0,0
Shahbag,Science Lab,1.3,10
Shahbag,Asadgate,3.8,15
Shahbag,Gabtoli,9.2,28
Shahbag,Savar,22.7,61
Shahbag,Nabinagar,31.2,82
Shahbag,EPZ,35.9,94
Science Lab,Science Lab,0,0
Science Lab,Asadgate,2.5,10
Science Lab,Gabtoli,7.9,23
Science Lab,Savar,21.4,56
Science Lab,Nabinagar,29.9,73
Science Lab,EPZ,34.6,88
Asadgate,Asadgate,0,0
Asadgate,Gabtoli,5.4,13
Asadgate,Savar,18.9,46
Asadgate,Nabinagar,27.4,67
Asadgate,EPZ,32.1,79
Gabtoli,Gabtoli,0,0
Gabtoli,Savar,13.5,33
Gabtoli,Nabinagar,22,54
Gabtoli,EPZ,26.7,65
Savar,Savar,0,0
Savar,Nabinagar,8.5,21
Savar,EPZ,13.2,32
Nabinagar,Nabinagar,0,0
Nabinagar,EPZ,4.7,12
EPZ,EPZ,0,0
Mirpur Rupnagar,Mirpur Rupnagar,0,0
Mirpur Rupnagar,Mirpur-12,1.2,10
Mirpur Rupnagar,Mirpur-11,2.6,10
Mirpur Rupnagar,Mirpur-10,3.5,10
Mirpur Rupnagar,Kazipara,4.9,12
Mirpur Rupnagar,Sheorapara,5.5,13
Mirpur Rupnagar,Farmgate,10.2,22
Mirpur Rupnagar,Paltan,14.7,33
Mirpur Rupnagar,Dainik Bangla,15.5,38
Mirpur Rupnagar,Shapla Chottor,16.4,40
Mirpur Rupnagar,Arambag,17.1,42
Mirpur Rupnagar,Kamalapur,17.6,43
Mirpur Rupnagar,Sayedabad,19.9,49
Mirpur-12,Mirpur-12,0,0
Mirpur-12,Mirpur-11,1.4,10
Mirpur-12,Mirpur-10,2.3,10
Mirpur-12,Kazipara,3.7,10
Mirpur-12,Sheorapara,4.3,11
Mirpur-12,Farmgate,9,22
Mirpur-12,Paltan,13.5,33
Mirpur-12,Dainik Bangla,14.3,35
Mirpur-12,Shapla Chottor,15.2,37
Mirpur-12,Arambag,15.9,39
Mirpur-12,Kamalapur,16.4,40
Mirpur-12,Sayedabad,18.7,46
Mirpur-11,Mirpur-11,0,0
Mirpur-11,Mirpur-10,0.9,10
Mirpur-11,Kazipara,2.3,10
Mirpur-11,Sheorapara,2.9,10
Mirpur-11,Farmgate,7.6,19
Mirpur-11,Paltan,12.1,30
Mirpur-11,Dainik Bangla,12.9,32
Mirpur-11,Shapla Chottor,13.8,34
Mirpur-11,Arambag,14.5,36
Mirpur-11,Kamalapur,15,37
Mirpur-11,Sayedabad,17.3,42
Mirpur-10,Mirpur-10,0,0
Mirpur-10,Kazipara,1.4,10
Mirpur-10,Sheorapara,2,10
Mirpur-10,Farmgate,6.7,16
Mirpur-10,Paltan,11.2,27
Mirpur-10,Dainik Bangla,12,29
Mirpur-10,Shapla Chottor,12.9,32
Mirpur-10,Arambag,13.6,33
Mirpur-10,Kamalapur,14.1,35
Mirpur-10,Sayedabad,16.4,40
Kazipara,Kazipara,0,0
Kazipara,Sheorapara,0.6,10
Kazipara,Farmgate,5.3,13
Kazipara,Paltan,9.8,24
Kazipara,Dainik Bangla,10.6,26
Kazipara,Shapla Chottor,11.5,28
Kazipara,Arambag,12.2,30
Kazipara,Kamalapur,12.7,31
Kazipara,Sayedabad,15,37
Sheorapara,Sheorapara,0,0
Sheorapara,Farmgate,4.7,12
Sheorapara,Paltan,9.2,23
Sheorapara,Dainik Bangla,10,25
Sheorapara,Shapla Chottor,10.9,27
Sheorapara,Arambag,11.6,28
Sheorapara,Kamalapur,12.1,30
Sheorapara,Sayedabad,14.4,35
Farmgate,Farmgate,0,0
Farmgate,Paltan,4.5,11
Farmgate,Dainik Bangla,5.3,13
Farmgate,Shapla Chottor,6.2,15
Farmgate,Arambag,6.9,17
Farmgate,Kamalapur,7.4,18
Farmgate,Sayedabad,9.7,24
Paltan,Paltan,0,0
Paltan,Dainik Bangla,0.8,10
Paltan,Shapla Chottor,1.7,10
Paltan,Arambag,2.4,10
Paltan,Kamalapur,2.9,10
Paltan,Sayedabad,5.2,13
Dainik Bangla,Dainik Bangla,0,0
Dainik Bangla,Shapla Chottor,0.9,10
Dainik Bangla,Arambag,1.6,10
Dainik Bangla,Kamalapur,2.1,10
Dainik Bangla,Sayedabad,4.4,11
Shapla Chottor,Shapla Chottor,0,0
Shapla Chottor,Arambag,0.7,10
Shapla Chottor,Kamalapur,1.2,10
Shapla Chottor,Sayedabad,3.5,10
Arambag,Arambag,0,0
Arambag,Kamalapur,0.5,10
Arambag,Sayedabad,2.8,10
Kamalapur,Kamalapur,0,0
Kamalapur,Sayedabad,2.3,10
Sayedabad,Sayedabad,0,0
Hemayetpur,Hemayetpur,0,0
Hemayetpur,Gabtoli,7.2,18
Hemayetpur,Technical,8.7,21
Hemayetpur,Mirpur-1,10.5,26
Hemayetpur,Mirpur-2,11.8,29
Hemayetpur,Mirpur-6,13.1,32
Hemayetpur,Mirpur-11,14.6,36
Hemayetpur,Kalshi Mor,18.3,45
Hemayetpur,ECB Square,20.1,49
Hemayetpur,Kuril Bishwaroad,22.8,56
Hemayetpur,Rampura,29.8,73
Hemayetpur,Banasree,30.8,75
Hemayetpur,Meradia Bazar,32.8,80
Hemayetpur,Staff Quarter,38.8,195
Gabtoli,Gabtoli,0,0
Gabtoli,Technical,1.5,10
Gabtoli,Mirpur-1,3.3,10
Gabtoli,Mirpur-2,4.6,11
Gabtoli,Mirpur-6,5.9,14
Gabtoli,Mirpur-11,7.4,18
Gabtoli,Kalshi Mor,11.1,27
Gabtoli,ECB Square,12.9,32
Gabtoli,Kuril Bishwaroad,15.6,38
Gabtoli,Rampura,22.6,55
Gabtoli,Banasree,23.6,58
Gabtoli,Meradia Bazar,25.6,63
Gabtoli,Staff Quarter,31.6,77
Technical,Technical,0,0
Technical,Mirpur-1,1.8,10
Technical,Mirpur-2,3.1,10
Technical,Mirpur-6,4.4,11
Technical,Mirpur-11,5.9,14
Technical,Kalshi Mor,9.6,24
Technical,ECB Square,11.4,28
Technical,Kuril Bishwaroad,14.1,35
Technical,Rampura,21.1,52
Technical,Banasree,22.1,54
Technical,Meradia Bazar,24.1,59
Technical,Staff Quarter,30.1,74
Mirpur-1,Mirpur-1,0,0
Mirpur-1,Mirpur-2,1.3,10
Mirpur-1,Mirpur-6,2.6,10
Mirpur-1,Mirpur-11,4.1,10
Mirpur-1,Kalshi Mor,7.8,19
Mirpur-1,ECB Square,9.6,24
Mirpur-1,Kuril Bishwaroad,12.3,30
Mirpur-1,Rampura,19.3,47
Mirpur-1,Banasree,20.3,50
Mirpur-1,Meradia Bazar,22.3,55
Mirpur-1,Staff Quarter,28.3,69
Mirpur-2,Mirpur-2,0,0
Mirpur-2,Mirpur-6,1.3,10
Mirpur-2,Mirpur-11,2.8,10
Mirpur-2,Kalshi Mor,6.5,16
Mirpur-2,ECB Square,8.3,20
Mirpur-2,Kuril Bishwaroad,11,27
Mirpur-2,Rampura,18,44
Mirpur-2,Banasree,19,47
Mirpur-2,Meradia Bazar,21,51
Mirpur-2,Staff Quarter,27,66
Mirpur-6,Mirpur-6,0,0
Mirpur-6,Mirpur-11,1.5,10
Mirpur-6,Kalshi Mor,5.2,13
Mirpur-6,ECB Square,7,17
Mirpur-6,Kuril Bishwaroad,9.7,24
Mirpur-6,Rampura,16.7,41
Mirpur-6,Banasree,17.7,43
Mirpur-6,Meradia Bazar,19.7,48
Mirpur-6,Staff Quarter,25.7,63
Mirpur-11,Mirpur-11,0,0
Mirpur-11,Kalshi Mor,3.7,10
Mirpur-11,ECB Square,5.5,13
Mirpur-11,Kuril Bishwaroad,8.2,20
Mirpur-11,Rampura,15.2,37
Mirpur-11,Banasree,16.2,40
Mirpur-11,Meradia Bazar,18.2,45
Mirpur-11,Staff Quarter,24.2,59
Kalshi Mor,Kalshi Mor,0,0
Kalshi Mor,ECB Square,1.8,10
Kalshi Mor,Kuril Bishwaroad,4.5,11
Kalshi Mor,Rampura,11.5,28
Kalshi Mor,Banasree,12.5,31
Kalshi Mor,Meradia Bazar,14.5,36
Kalshi Mor,Staff Quarter,20.5,50
ECB Square,ECB Square,0,0
ECB Square,Kuril Bishwaroad,2.7,10
ECB Square,Rampura,9.7,24
ECB Square,Banasree,10.7,26
ECB Square,Meradia Bazar,12.7,31
ECB Square,Staff Quarter,18.7,46
Kuril Bishwaroad,Kuril Bishwaroad,0,0
Kuril Bishwaroad,Rampura,7,17
Kuril Bishwaroad,Banasree,8,20
Kuril Bishwaroad,Meradia Bazar,10,25
Kuril Bishwaroad,Staff Quarter,16,39
Rampura,Rampura,0,0
Rampura,Banasree,1,10
Rampura,Meradia Bazar,3,10
Rampura,Staff Quarter,9,22
Banasree,Banasree,0,0
Banasree,Meradia Bazar,2,10
Banasree,Staff Quarter,8,20
Meradia Bazar,Meradia Bazar,0,0
Meradia Bazar,Staff Quarter,6,15
Staff Quarter,Staff Quarter,0,0
Diabari Chowrasta,Diabari Chowrasta,0,0
Diabari Chowrasta,Mascot Plaza,2.5,10
Diabari Chowrasta,Airport,4.5,11
Diabari Chowrasta,Kuril Flyover,8.5,21
Diabari Chowrasta,Notun Bazar,12.1,30
Diabari Chowrasta,Badda,14.6,36
Diabari Chowrasta,Rampura,16.7,41
Diabari Chowrasta,Khilgaon Flyover,20.7,51
Diabari Chowrasta,Titipara,22.4,55
Diabari Chowrasta,Sayedabad,23.4,57
Diabari Chowrasta,Jatrabari,24.8,61
Diabari Chowrasta,Postogola,27.3,67
Mascot Plaza,Mascot Plaza,0,0
Mascot Plaza,Airport,2,10
Mascot Plaza,Kuril Flyover,6,15
Mascot Plaza,Notun Bazar,9.6,24
Mascot Plaza,Badda,12.1,30
Mascot Plaza,Rampura,14.2,35
Mascot Plaza,Khilgaon Flyover,18.2,45
Mascot Plaza,Titipara,19.9,49
Mascot Plaza,Sayedabad,20.9,51
Mascot Plaza,Jatrabari,22.3,55
Mascot Plaza,Postogola,24.8,61
Airport,Airport,0,0
Airport,Kuril Flyover,4,10
Airport,Notun Bazar,7.6,19
Airport,Badda,10.1,25
Airport,Rampura,12.2,30
Airport,Khilgaon Flyover,16.2,40
Airport,Titipara,17.9,44
Airport,Sayedabad,18.9,46
Airport,Jatrabari,20.3,50
Airport,Postogola,22.8,56
Kuril Flyover,Kuril Flyover,0,0
Kuril Flyover,Notun Bazar,3.6,10
Kuril Flyover,Badda,6.1,15
Kuril Flyover,Rampura,8.2,20
Kuril Flyover,Khilgaon Flyover,12.2,30
Kuril Flyover,Titipara,13.9,34
Kuril Flyover,Sayedabad,14.9,37
Kuril Flyover,Jatrabari,16.3,40
Kuril Flyover,Postogola,18.8,46
Notun Bazar,Notun Bazar,0,0
Notun Bazar,Badda,2.5,10
Notun Bazar,Rampura,4.6,11
Notun Bazar,Khilgaon Flyover,8.6,21
Notun Bazar,Titipara,10.3,25
Notun Bazar,Sayedabad,11.3,28
Notun Bazar,Jatrabari,12.7,31
Notun Bazar,Postogola,15.2,37
Badda,Badda,0,0
Badda,Rampura,2.1,10
Badda,Khilgaon Flyover,6.1,15
Badda,Titipara,7.8,19
Badda,Sayedabad,8.8,22
Badda,Jatrabari,10.2,25
Badda,Postogola,12.7,31
Rampura,Rampura,0,0
Rampura,Khilgaon Flyover,4,10
Rampura,Titipara,5.7,14
Rampura,Sayedabad,6.7,16
Rampura,Jatrabari,8.1,20
Rampura,Postogola,10.6,26
Khilgaon Flyover,Khilgaon Flyover,0,0
Khilgaon Flyover,Titipara,1.7,10
Khilgaon Flyover,Sayedabad,2.7,10
Khilgaon Flyover,Jatrabari,4.1,10
Khilgaon Flyover,Postogola,6.6,16
Titipara,Titipara,0,0
Titipara,Sayedabad,1,10
Titipara,Jatrabari,2.4,10
Titipara,Postogola,4.9,12
Sayedabad,Sayedabad,0,0
Sayedabad,Jatrabari,1.4,10
Sayedabad,Postogola,3.9,10
Jatrabari,Jatrabari,0,0
Jatrabari,Postogola,2.5,10
Postogola,Postogola,0,0
Mirpur-12,Mirpur-12,0,0
Mirpur-12,Kalapani,1,10
Mirpur-12,Bangabandhu College,1.6,10
Mirpur-12,Mirpur-11,4.6,11
Mirpur-12,Mirpur-10,5.6,14
Mirpur-12,Kazipara,7.1,17
Mirpur-12,Farmgate,12.4,30
Mirpur-12,Gulistan,17.4,43
Mirpur-12,Sayedabad,20.4,50
Mirpur-12,Jatrabari,21.3,52
Mirpur-12,Kanchpur Bridge,30.7,75
Kalapani,Kalapani,0,0
Kalapani,Bangabandhu College,0.6,10
Kalapani,Mirpur-11,3.6,10
Kalapani,Mirpur-10,4.6,11
Kalapani,Kazipara,6.1,15
Kalapani,Farmgate,11.4,28
Kalapani,Gulistan,16.4,40
Kalapani,Sayedabad,19.4,48
Kalapani,Jatrabari,20.3,50
Kalapani,Kanchpur Bridge,29.7,73
Bangabandhu College,Bangabandhu College,0,0
Bangabandhu College,Mirpur-11,3,10
Bangabandhu College,Mirpur-10,4,10
Bangabandhu College,Kazipara,5.5,13
Bangabandhu College,Farmgate,10.8,26
Bangabandhu College,Gulistan,15.8,39
Bangabandhu College,Sayedabad,18.8,46
Bangabandhu College,Jatrabari,19.7,48
Bangabandhu College,Kanchpur Bridge,29.1,71
Mirpur-11,Mirpur-11,0,0
Mirpur-11,Mirpur-10,1,10
Mirpur-11,Kazipara,2.5,10
Mirpur-11,Farmgate,7.8,19
Mirpur-11,Gulistan,12.8,31
Mirpur-11,Sayedabad,15.8,39
Mirpur-11,Jatrabari,16.7,41
Mirpur-11,Kanchpur Bridge,26.1,64
Mirpur-10,Mirpur-10,0,0
Mirpur-10,Kazipara,1.5,10
Mirpur-10,Farmgate,6.8,17
Mirpur-10,Gulistan,11.8,29
Mirpur-10,Sayedabad,14.8,36
Mirpur-10,Jatrabari,15.7,38
Mirpur-10,Kanchpur Bridge,25.1,61
Kazipara,Kazipara,0,0
Kazipara,Farmgate,5.3,13
Kazipara,Gulistan,10.3,25
Kazipara,Sayedabad,13.3,33
Kazipara,Jatrabari,14.2,35
Kazipara,Kanchpur Bridge,23.6,58
Farmgate,Farmgate,0,0
Farmgate,Gulistan,5,12
Farmgate,Sayedabad,8,20
Farmgate,Jatrabari,8.9,22
Farmgate,Kanchpur Bridge,18.3,45
Gulistan,Gulistan,0,0
Gulistan,Sayedabad,3,10
Gulistan,Jatrabari,3.9,10
Gulistan,Kanchpur Bridge,13.3,33
Sayedabad,Sayedabad,0,0
Sayedabad,Jatrabari,0.9,10
Sayedabad,Kanchpur Bridge,10.3,25
Jatrabari,Jatrabari,0,0
Jatrabari,Kanchpur Bridge,9.4,23
Kanchpur Bridge,Kanchpur Bridge,0,0
Madanganj,Madanganj,0,0
Madanganj,Sayedabad,25.9,63
Madanganj,Gulistan,27.9,68
Madanganj,Press Club,28.9,71
Madanganj,Shahbag,30.6,75
Madanganj,Nilkhet,32.5,80
Madanganj,Azimpur,33.1,81
Sayedabad,Sayedabad,0,0
Sayedabad,Gulistan,2,10
Sayedabad,Press Club,3,10
Sayedabad,Shahbag,4.7,12
Sayedabad,Nilkhet,6.6,16
Sayedabad,Azimpur,7.2,18
Gulistan,Gulistan,0,0
Gulistan,Press Club,1,10
Gulistan,Shahbag,2.7,10
Gulistan,Nilkhet,4.6,11
Gulistan,Azimpur,5.2,13
Press Club,Press Club,0,0
Press Club,Shahbag,1.7,10
Press Club,Nilkhet,3.6,10
Press Club,Azimpur,4.2,10
Shahbag,Shahbag,0,0
Shahbag,Nilkhet,1.9,10
Shahbag,Azimpur,2.5,10
Nilkhet,Nilkhet,0,0
Nilkhet,Azimpur,0.6,10
Azimpur,Azimpur,0,0
Chiriyakhana,Chiriyakhana,0,0
Chiriyakhana,Sony Cinema Hall,1.5,10
Chiriyakhana,Mirpur-2,2.8,10
Chiriyakhana,Mirpur-10,3.3,10
Chiriyakhana,Mirpur-11,4.3,11
Chiriyakhana,Purabi,4.8,12
Chiriyakhana,Kalshi,6.3,15
Chiriyakhana,Md. Zillur Rahman Flyover,7.3,18
